Person,Sentence
Person0,"We received final approval from the New Jersey Board of Public Utilities in December allowing the project to proceed.
"
Person0,"While several outside parties have filed appeals to the decision, we remain optimistic that construction will begin on this project later this year.
"
Person0,"Now we will move to the non-utility side of our business which is comprised of two segments, South Jersey Energy Services and South Jersey Energy Group.
"
Person0,"For the full-year these segments added combined economic earnings of $31.5 million as compared to $37.6 million in 2014.
"
Person0,"For the fourth quarter, the non-utility businesses generated $20 million compared with $7.2 million in the fourth quarter of 2014.
"
Person0,"South Jersey Energy Services added economic earnings of $14.7 million in 2015 as compared to $24.6 million in 2014.
"
Person0,"For the fourth quarter, South Jersey Energy Services contributed $9.3 million as compared with $3 million for the same period in 2014.
"
Person0,"Plus this area of the business houses our entire energy production portfolio, $17.4 million of one-time charges I noted in my opening comments flowed entirely through our Energy Services Business.
"
Person0,"While the conversation concerning Revel is a familiar one, it is worth noting that we believe the settlement reached in December puts the negative impacts of that issue fully behind us.
"
Person0,"Further, we are in discussions to recover the $4.6 million charge incurred in the fourth quarter.
"
Person0,"The remaining $1.7 million charge relates to the December transaction whereby substantially all of the assets housed in our joint venture, Energenic LLC, were distributed between the SJI subsidiary, Marina Energy and its partner, DCO Energy.
"
Person0,"SJI retained all the assets associated with the provision of energy to the well-established Borgata Morgado hotel and casino property and two solar facilities.
"
Person0,"Other landfill and CHP assets were distributed to the partner firm.
"
Person0,"I will let <UNK> expand on the strategic rationale behind that transaction a little bit later.
"
Person0,"Turning to our individual project businesses, our Solar business contributed $33.9 million for the full-year 2015 as compared with $25.5 million in 2014.
"
Person0,"For the fourth quarter, this business line contributed $17.3 million in 2015 as compared with $4.1 million for the same period in 2014.
"
Person0,"Investment tax credits drove that performance contributing $38.3 million in 2015 as compared with $30.3 million in 2014.
"
Person0,"Operating performance continues to improve within our solar fleet and 2015 production generated approximately 136,000 solar renewable energy credits as compared with 111,000 in 2014.
"
Person0,"As has been the case in prior quarters' results, total production is not yet fully recognized in net income due to the three- to six-month lag in the certification of certain renewable energy certificates.
"
Person0,"Performance also reflects the fact that we have hedged a considerable amount of our SRECs when SREC prices were much lower than they are today.
"
Person0,"Looking ahead, we expect operating performance of our solar business to continue improving as SREC prices have strengthened significantly during the last year.
"
Person0,"We will benefit from this as we hedge future production from our new and existing solar facilities at the much higher SREC prices available in the market today.
"
Person0,"Looking at CHP, for the full year, our portfolio reflected a loss of $13.7 million as compared with economic earnings of $1.8 million in 2014.
"
Person0,"For the quarter, contributions from CHP reflected a loss of $5.1 million in 2015 as compared to a loss of $0.5 million in the fourth quarter of 2014.
"
Person0,"As I previously indicated, these results directly reflect the charge associated with our energy facility of the former Revel property.
"
Person0,"Excluding the charge, CHP was a positive contributor to economic earnings for the year.
"
Person0,"Our landfill projects produced a loss of $4.5 million in 2015 as compared with a loss of $3.3 million in 2014.
"
Person0,"For the quarter, landfills posted a loss of $1.3 million versus a $700,000 loss in the fourth quarter of 2014 due in large part to the inability of the landfill operator at our largest facility to provide gas in November and December.
"
Person0,"Performance at the landfills has been an issue for awhile and that was one of the drivers behind the restructuring of our Energy Production business.
"
Person0,"As we move forward, SJI's portfolio now includes just foujr active landfill projects which all support a single power purchase agreement for renewable energy at the Borgata property.
"
Person0,"Within the wholesale commodity and pure management segment of our business, 2015 was a very profitable year.
"
Person0,"South Jersey Energy Group contributed $16.8 million in 2015 compared with $13 million in the previous year, an increase of nearly 30%.
"
Person0,"For the quarter, South Jersey Energy Group added $10.7 million as compared with $4.2 million in the fourth quarter of 2014.
"
Person0,"I want to emphasize that this performance was particularly impressive because it was achieved without the benefit of the polar vortex that boosted 2014 results.
"
Person0,"Rather, these results were attributable to the contributions from our three active fuel management contracts and our ability to optimize storage and transportation assets within our portfolio.
"
Person0,"We see this performance as being repeatable in 2016.
"
Person0,"Finally, our year-end equity to cap ratio was 42% as compared to 43% in 2014.
"
Person0,"This ratio reflects the significant investments we made in our utility and in our solar project development business over the last year.
"
Person0,"To support our balance sheet, we have used our dividend reinvestment plan to issue equity totaling $63.2 million in 2015.
"
Person0,"Further, we currently maintain accumulated deferred tax benefits totaling nearly $400 million related to bonus depreciation and investment tax credits that we expect to realize over the next 10 years as we work towards strengthening our balance sheet.
"
Person0,"At this time I will turn the call over to <UNK>.
"
Person1,"Thanks, <UNK>.
"
Person1,"Good morning, everyone.
"
Person1,"It goes without saying that 2015 was a particularly challenging one for SJI but it is our performance in light of those challenges, strengthened by a new vision that has put us on a path for long-term sustainable growth.
"
Person1,"Repositioning executed in 2015 serve as the bridge to our 2020 plan defined by four clear and achievable goals.
"
Person1,"The first is to grow earnings to at least $150 million.
"
Person1,"It is important to emphasize that $150 million represents earnings from our core operations.
"
Person1,"In other words, earnings without the benefit of investment tax credits.
"
Person1,"Effectively we are doubling SJI's earnings from operations in five years.
"
Person1,"Next is to improve the quality of our earnings.
"
Person1,"As we move through the second half of the decade toward 2020, we expect nearly 80% of earnings to be coming from regulated businesses.
"
Person1,"The third tenant of our plan is to strengthen our balance sheet.
"
Person1,"As our investment profile changes and aligns with increased opportunity in our regulated businesses, we will realize a marked and considerable deleveraging of our balance sheet.
"
Person1,"Finally, we will accomplish all of this with a continued focus on reducing risk across our portfolio to ensure that we provide not only high quality but also consistent and reliable earnings.
"
Person1,"As I mentioned earlier, the challenges faced in 2015 were certainly difficult and unfortunate, provided a platform for change and growth.
"
Person1,"Specifically, the bondholders' settlement and eventual write-off of our energy assets associated with the former Revel property allowed us to relieve SJI of a significant and costly financial and resource drain.
"
Person1,"The last six months have brought forth a renewed organizational focus on those businesses that are the foundation of our plan.
"
Person1,"The Energenic transaction completed in December has real and tangible strategic benefits.
"
Person1,"Our assets are now concentrated on high-performing proven CHP assets and a smaller landfill fleet, a fleet where the majority of the output is protected by a long-term power purchase agreement with Borgata.
"
Person1,"Over the long-term, this transaction will afford a stronger and more stable income stream and considerable cost savings.
"
Person1,"The impacts in our region from higher gas costs during extreme weather in 2014 and to a lesser extent 2015 have only deepened our commitment to critical pipeline projects like BL England and PennEast, all provide much-needed gas and electric reliability and cost savings to constrained areas of New Jersey.
"
Person1,"2015 bolstered my confidence in our ability to deliver at least $150 million in economic earnings by 2020.
"
Person1,"The foundation is there.
"
Person1,"Customer growth combined with ongoing investment in our utility infrastructure supported by strong performance from our commodity marketing and fuel management business lines will drive meaningful near-term improvements in performance.
"
Person1,"While broader initiatives like an enhanced commitment to leadership and talent development and new midstream investments like PennEast will allow for exceptional long-term growth.
"
Person1,"Looking at 2016, due to the many advantages of natural gas, we expect significant customer growth to continue.
"
Person1,"Additionally, investments through programs like our AIRP and SHARP will provide benefits to both customers and shareholders alike.
"
Person1,"These impacts combined with investment in new projects like the BL England pipeline and our natural gas liquifier will position the utility to contribute more than 70% of earnings in 2016.
"
Person1,"On the non-utility side of the business, our retail and wholesale commodity lines at South Jersey energy group are solidly positioned for the future.
"
Person1,"On the retail side, a number of diverse multiyear customer contracts support growth from this business line year-over-year.
"
Person1,"In 2016, two additional fuel management contracts will begin contributing when the Panda Liberty and Panda Patriot facilities come online.
"
Person1,"With a total of eight contracts already executed, we remain well-positioned to serve at least 10 gas-fired generators by 2020.
"
Person1,"These initiatives support our expectation that this business segment will contribute roughly 20% to 25% to earnings in 2016.
"
Person1,"Looking at South Jersey Energy Services and in particular our Energy Production business, we would expect to see solar development continue to be a technology that demonstrates improved performance and remains highly valued within the market.
"
Person1,"With that said though, due in large part to the impact of bonus depreciation on the timing of when we can realize the cash benefit of renewable ITCs, we anticipate a sharp decline solar investment in 2016.
"
Person1,"As a result for this year and beyond, we expect services to contribute between 5% and 10% to economic earnings.
"
Person1,"As we look ahead, our future will benefit from the role that 2015 played as a critical positioning year.
"
Person1,"Because of the versatility and agility of our business, we have been able to overcome several short-term challenges without compromising our potential for significant long-term growth.
"
Person1,"At this time I will turn the call back over to the operator for the Q&A portion.
"
Person1,"Sure.
"
Person1,"I think again 2016, you will see a considerable reduction in the level of renewable investment and then consequently the ITC number will be significantly less than it is or has been in recent years.
"
Person1,"I don't want to preempt our guidance by giving you a finite number.
"
Person1,"But I think considerable and significant are the two words that come to mind.
"
Person1,"And I would expect that in 2017 and beyond you will see very limited investment on our part in renewable projects.
"
Person1,"Look, I think the projects still -- they produce very attractive returns when you look at them on a discrete basis.
"
Person1,"But the issue becomes when you can recognize the cash benefits of them.
"
Person1,"So when you cut the NPV of these projects in half and start to get to de minimus returns on investment because of the nature of when you can realize the cash flows, it becomes pretty difficult to support meaningful investment.
"
Person0,"At the same time, <UNK>, we have a lot of investment coming in front of us in the regulated businesses.
"
Person0,"So I think our focus is to have that be the area that we look to deploy our capital.
"
Person0,"I will let <UNK> <UNK> answer that question.
"
Person2,"We definitely see it stabilized.
"
Person2,"We saw a big uptick because of the polar vortex two winters ago and even last winter.
"
Person2,"But with the combination of commodity prices dropping so drastically as well as the weather being down, we see our receivables coming down.
"
Person0,"<UNK>, I don't have a good breakdown on it.
"
Person0,"I can provide that at another time.
"
Person0,"I think it is relatively straightforward.
"
Person0,"The difference we were talking about there though was really designed to pick up kind of the variance between how it impacted us in 2014 and how it impacted us in 2015.
"
Person0,"There were obviously several million dollars there and the settlement number was probably the biggest.
"
Person0,"That was a pretax settlement of $7.5 million.
"
Person0,"So getting that out of the way for us is a big deal.
"
Person0,"Probably more important than any of that, <UNK>, is that it was the amount of management time and focus that was spent on it and that will be -- kind of dedicate that to profitable portions of our business as opposed to dealing with an issue of settlement.
"
Person2,"We have gotten all the approvals that we need from both the Board of Public Utilities and the Pinelands Commission.
"
Person2,"There have been a couple of challenges by some environmental groups.
"
Person2,"We see those challenges probably taking anywhere in a range of nine to 12 months in total.
"
Person2,"So we believe taht there is still an opportunity to start construction this year.
"
Person2,"At the very least we will probably start ordering supplies and equipment for that project hopefully by the fourth quarter.
"
Person1,"We will start with this.
"
Person1,"We kind of joked about it a little bit.
"
Person1,"This was a very amicable divorce if you will.
"
Person1,"The partnership was strong throughout.
"
Person1,"I think that we expect and hope to be able to evaluate future development opportunities together with DCO.
"
Person1,"I think that right now the market is pretty dry as it relates to opportunities for CHP which is where our interests would lie in terms of development opportunities.
"
Person1,"So if things change and the market picks back up and there are opportunities with creditworthy strong offtakers and attractive returns on investment then we would certainly jump at the opportunity to do something with DCO again.
"
Person1,"So I think everything there is fine and solid.
"
Person1,"As far as the allocation of assets, it really came down for us as to kind of --as part of this repositioning was getting back to our core and our core are the CHP assets that serve Borgata.
"
Person1,"They are proven, there are profitable, there are reliable and they are complementary.
"
Person1,"So when we acquired the cogeneration facility that serves Borgata, it was complementary to that Marina Thermal facility.
"
Person1,"Before landfills as well are all backed by PPA contract where their output is delivered to Borgata.
"
Person1,"So we really focused on those assets that were related to our relationship with Borgata.
"
Person0,"That is a core assumption that drove this decision for us and the selection of the assets that we were interested in acquiring.
"
Person0,"So, yes.
"
Person0,"Again, I am not going to certainly run from the fact that we have had some operational challenges whether it be from gas availability or equipment issues at multiple landfill sites.
"
Person0,"But we believe these to be the four that offer the most potential going forward and again are also benefiting from the fact that there is a PPA above market actually that backs these contracts.
"
Person1,"Thanks.
"
Person1,"Before we wrap up as always please feel free to contact Marissa Travaline, our Director of Investor Relations, or <UNK> <UNK>, our Treasurer, if any follow-up questions arise.
"
Person1,"Marissa can be reached at 609-561-9000, extension 227 or by email at mtravaline@sjindustries.com.
"
Person1,"<UNK> can be reached at extension 4143 or by email at aanthony@sjindustries.com.
"
Person1,"Again thank you for joining us today and for your continued interest and investment in SJI.
"
